Unnamed: 0,Artist and Title,Artist,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre
172,One Direction - No Control,One Direction,295956015,74688,2014.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
173,Lana Del Rey - Pretty When You Cry,Lana Del Rey,294161452,273487,2014.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
174,Seinabo Sey - Younger,Seinabo Sey,294147907,41287,2014.0,Pop,"['swedish electropop', 'swedish soul']",swedish electropop,swedish soul,Unknown
175,KANA-BOON - シルエット,KANA-BOON,291862231,149877,2014.0,Rock,"['anime', 'j-pop', 'j-rock']",anime,j-pop,j-rock
176,Banda MS de Sergio Lizárraga - A Lo Mejor,Banda MS de Sergio Lizárraga,291782625,241224,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
177,Lana Del Rey - Sad Girl,Lana Del Rey,289443998,354786,2014.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
178,Hozier - Jackie and Wilson,Hozier,287780591,192748,2014.0,Rock,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",irish singer-songwriter,modern rock,pop
179,ScHoolboy Q - Studio,ScHoolboy Q,286554059,85697,2014.0,Hip-Hop/Rap,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",gangster rap,hip hop,pop rap
180,Taylor Swift - New Romantics,Taylor Swift,284949831,65051,2014.0,Pop,['pop'],pop,Unknown,Unknown
181,"La Adictiva - Después de Ti, ¿Quién?",La Adictiva,284849371,228261,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
182,Michael Jackson - Chicago,Michael Jackson,284109293,280165,2014.0,R&B/Soul,"['r&b', 'soul']",r&b,soul,Unknown
183,George Ezra - Blame It on Me,George Ezra,283799556,205804,2014.0,Pop,"['folk-pop', 'neo-singer-songwriter']",folk-pop,neo-singer-songwriter,Unknown
184,PARTYNEXTDOOR - Recognize,PARTYNEXTDOOR,282728376,128928,2014.0,R&B/Soul,"['r&b', 'rap', 'urban contemporary']",r&b,rap,urban contemporary
185,La Arrolladora Banda El Limón De Rene Camacho - Ya Te Perdí La Fe,La Arrolladora Banda El Limón De Rene Camacho,282640577,240240,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
186,Rich Gang - Lifestyle,Rich Gang,279944003,107459,2014.0,,,,,
187,The Living Tombstone - It's Been So Long,The Living Tombstone,277519915,176177,2014.0,Electronic/Dance,"['otacore', 'pixel', 'pov: indie']",otacore,pixel,pov: indie
188,Cold War Kids - First,Cold War Kids,269903904,78897,2014.0,Rock,"['indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'stomp and holler']",indie rock,modern alternative rock,modern rock
189,KONGOS - Come with Me Now,KONGOS,269623413,67513,2014.0,Rock,"['modern alternative rock', 'modern blues rock', 'south african rock']",modern alternative rock,modern blues rock,south african rock
190,Diplo - Welcome to the Party,Diplo,269061260,65047,2014.0,Pop,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",dance pop,edm,electro house
191,Imagine Dragons - I’m So Sorry,Imagine Dragons,268623223,90261,2014.0,Rock,"['modern rock', 'pop', 'rock']",modern rock,pop,rock
192,El Chapo De Sinaloa - Le Hace Falta Un Beso,El Chapo De Sinaloa,266209408,368348,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
193,George Ezra - Barcelona,George Ezra,266192466,57903,2014.0,Pop,"['folk-pop', 'neo-singer-songwriter']",folk-pop,neo-singer-songwriter,Unknown
194,Enrique Iglesias - Loco,Enrique Iglesias,265954256,164971,2014.0,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop
195,Indila - Tourner Dans Le Vide,Indila,264588262,173122,2014.0,Pop,['french pop'],french pop,Unknown,Unknown
196,Dierks Bentley - Drunk On A Plane,Dierks Bentley,264058457,110171,2014.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
197,T-Pain - Up Down (Do This All Day),T-Pain,263539660,127248,2014.0,Pop,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",dance pop,gangster rap,hip hop
198,Wiz Khalifa - So High,Wiz Khalifa,260066223,52153,2014.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pittsburgh rap,pop rap
199,Hozier - From Eden,Hozier,258152656,148739,2014.0,Rock,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",irish singer-songwriter,modern rock,pop
200,Slipknot - Custer,Slipknot,258056268,197139,2014.0,Metal,"['alternative metal', 'nu metal', 'rap metal', 'rock']",alternative metal,nu metal,rap metal
201,Banda MS de Sergio Lizárraga - No Me Pidas Perdón,Banda MS de Sergio Lizárraga,257344161,168798,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
202,Royal Blood - Figure It Out,Royal Blood,257056788,68632,2014.0,Indie/Alternative,"['brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",brighton indie,garage rock,modern alternative rock
203,Plan B - Mi Vecinita,Plan B,255557539,215885,2014.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino
204,David Guetta - Shot Me Down,David Guetta,254557572,45078,2014.0,Electronic/Dance,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",big room,dance pop,edm
205,Enrique Iglesias - El Perdedor,Enrique Iglesias,253809697,143315,2014.0,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop
206,Imagine Dragons - Radioactive,Imagine Dragons,253605519,25269,2014.0,Rock,"['modern rock', 'pop', 'rock']",modern rock,pop,rock
207,Taylor Swift - Welcome To New York,Taylor Swift,252759770,57389,2014.0,Pop,['pop'],pop,Unknown,Unknown
208,BTS - Boy In Luv,BTS,252113490,71266,2014.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
209,The Chainsmokers - #SELFIE,The Chainsmokers,250368732,34016,2014.0,Pop,['pop'],pop,Unknown,Unknown
210,Lana Del Rey - The Other Woman,Lana Del Rey,250122938,204478,2014.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
211,YG - Who Do You Love?,YG,249669336,68841,2014.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
212,Little Big Town - Girl Crush,Little Big Town,249530113,72127,2014.0,World/Traditional,"['contemporary country', 'country', 'country dawn', 'country road']",contemporary country,country,country dawn
213,John Legend - All of Me,John Legend,249048619,21511,2014.0,Pop,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",neo soul,pop,pop soul
214,Lee Brice - I Don't Dance,Lee Brice,248262374,50068,2014.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
215,ILOVEMAKONNEN - Tuesday,ILOVEMAKONNEN,245154696,40217,2014.0,Hip-Hop/Rap,"['atl hip hop', 'lgbtq+ hip hop', 'trap']",atl hip hop,lgbtq+ hip hop,trap
216,Brantley Gilbert - Bottoms Up,Brantley Gilbert,244931505,63211,2014.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
217,"Ha*Ash - Perdón, Perdón",Ha*Ash,240574798,120638,2014.0,Pop,"['latin arena pop', 'latin pop', 'mexican pop']",latin arena pop,latin pop,mexican pop
218,Nicki Minaj - Pills N Potions,Nicki Minaj,240182384,50678,2014.0,Pop,"['hip pop', 'pop', 'queens hip hop', 'rap']",hip pop,pop,queens hip hop
219,Beyoncé - Flawless Remix,Beyoncé,239002184,32307,2014.0,Pop,"['pop', 'r&b']",pop,r&b,Unknown
220,Olly Murs - Wrapped Up,Olly Murs,238343402,20288,2014.0,Pop,"['dance pop', 'pop', 'talent show', 'uk pop']",dance pop,pop,talent show
221,Calle 13 - Ojos Color Sol,Calle 13,235621872,81678,2014.0,World/Traditional,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'latin rock', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",latin afrobeat,latin alternative,latin hip hop
222,Chayanne - Humanos a Marte,Chayanne,235171396,95173,2014.0,Pop,"['latin pop', 'puerto rican pop']",latin pop,puerto rican pop,Unknown
223,Cody Johnson - Me and My Kind,Cody Johnson,235063301,242227,2014.0,World/Traditional,"['classic texas country', 'contemporary country', 'modern country pop']",classic texas country,contemporary country,modern country pop
224,Vance Joy - Fire and the Flood,Vance Joy,234920899,84314,2014.0,Pop,"['folk-pop', 'modern rock']",folk-pop,modern rock,Unknown
225,Justin Bieber - All That Matters,Justin Bieber,234605394,82229,2014.0,Pop,"['canadian pop', 'pop']",canadian pop,pop,Unknown
226,SALES - Chinese New Year,SALES,234057941,75599,2014.0,,,,,
227,SoMo - Ride,SoMo,233871860,49335,2014.0,,,,,
228,Banda Los Recoditos - Me Sobrabas Tú,Banda Los Recoditos,232950933,107979,2014.0,World/Traditional,"['banda', 'banda sinaloense', 'musica mexicana', 'norteno']",banda,banda sinaloense,musica mexicana
229,First Aid Kit - My Silver Lining,First Aid Kit,231262005,81938,2014.0,Indie/Alternative,"['swedish americana', 'swedish country']",swedish americana,swedish country,Unknown
230,Bush - Glycerine,Bush,228063953,113823,2014.0,Pop,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",art pop,art rock,baroque pop
231,Ariana Grande - Best Mistake,Ariana Grande,227613287,51388,2014.0,Pop,['pop'],pop,Unknown,Unknown
232,Caos - La Planta,Caos,226980952,170508,2014.0,Electronic/Dance,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']",indietronica,metropopolis,nu disco
233,Young the Giant - Mind Over Matter,Young the Giant,225968136,133884,2014.0,Electronic/Dance,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",indietronica,modern alternative rock,modern rock
234,Remmy Valenzuela - Mi Princesa,Remmy Valenzuela,224710974,141764,2014.0,World/Traditional,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",banda,corrido,musica mexicana
235,Rita Ora - I Will Never Let You Down,Rita Ora,223945259,38409,2014.0,Pop,"['dance pop', 'pop', 'uk pop']",dance pop,pop,uk pop
236,One Direction - Stockholm Syndrome,One Direction,223249332,62059,2014.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
237,ODESZA - Sun Models,ODESZA,222075608,55649,2014.0,Electronic/Dance,"['chillwave', 'edm', 'indietronica']",chillwave,edm,indietronica
238,Taylor Swift - All You Had To Do Was Stay,Taylor Swift,221768514,26968,2014.0,Pop,['pop'],pop,Unknown,Unknown
239,Indila - Love Story,Indila,221566728,320127,2014.0,Pop,['french pop'],french pop,Unknown,Unknown
240,Enrique Iglesias - Bailando,Enrique Iglesias,220998899,43453,2014.0,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop
241,Austin Mahone - All I Ever Need,Austin Mahone,220376846,53357,2014.0,Pop,"['pop', 'post-teen pop']",pop,post-teen pop,Unknown
242,Don Miguelo - Como Yo Le Doy,Don Miguelo,220180793,91216,2014.0,Hip-Hop/Rap,"['dembow', 'latin hip hop', 'rap dominicano']",dembow,latin hip hop,rap dominicano
243,Melanie Martinez - Carousel,Melanie Martinez,219581036,75771,2014.0,Hip-Hop/Rap,"['alt z', 'electropop', 'pop']",alt z,electropop,pop
244,Río Roma - Mi Persona Favorita,Río Roma,218468301,70731,2014.0,Pop,"['latin arena pop', 'latin pop', 'latin viral pop', 'mexican pop']",latin arena pop,latin pop,latin viral pop
245,Rascal Flatts - I Like The Sound Of That,Rascal Flatts,218146148,47238,2014.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
246,Luis Fonsi - Llegaste Tú,Luis Fonsi,218122370,66387,2014.0,Pop,"['latin pop', 'puerto rican pop']",latin pop,puerto rican pop,Unknown
247,Jaymes Young - I'll Be Good,Jaymes Young,217893735,36319,2014.0,Pop,['indie poptimism'],indie poptimism,Unknown,Unknown
248,BTS - Just One Day,BTS,217257751,82354,2014.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
249,Kendrick Lamar - i,Kendrick Lamar,213565143,91475,2014.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",conscious hip hop,hip hop,rap
250,Cartel De Santa - Los Mensajes del Whatsapp,Cartel De Santa,213094159,92459,2014.0,Hip-Hop/Rap,"['latin hip hop', 'mexican hip hop']",latin hip hop,mexican hip hop,Unknown
251,Night Lovell - Dark Light,Night Lovell,212446913,58059,2014.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian trap', 'cloud rap', 'dark trap', 'ottawa rap']",canadian hip hop,canadian trap,cloud rap
252,Klingande - Jubel,Klingande,211275417,79512,2014.0,Electronic/Dance,"['deep house', 'pop dance', 'tropical house']",deep house,pop dance,tropical house
253,J. Cole - Fire Squad,J. Cole,210651110,37065,2014.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop
254,ODESZA - Say My Name,ODESZA,209217630,48867,2014.0,Electronic/Dance,"['chillwave', 'edm', 'indietronica']",chillwave,edm,indietronica
255,The Living Tombstone - Five Nights at Freddy's,The Living Tombstone,205626763,118840,2014.0,Electronic/Dance,"['otacore', 'pixel', 'pov: indie']",otacore,pixel,pov: indie
256,Fifth Harmony - Sledgehammer,Fifth Harmony,205412330,24433,2014.0,Pop,"['girl group', 'pop', 'talent show']",girl group,pop,talent show
257,Philip George - Wish You Were Mine,Philip George,204544617,101907,2014.0,Pop,"['baroque', 'classical', 'early music', 'german baroque']",baroque,classical,early music
258,Payung Teduh - Untuk Perempuan Yang Sedang Di Pelukan,Payung Teduh,202310988,203137,2014.0,World/Traditional,"['indonesian folk', 'indonesian indie', 'indonesian pop', 'indonesian singer-songwriter']",indonesian folk,indonesian indie,indonesian pop
259,Tom Rosenthal - Go Solo,Tom Rosenthal,202021417,86348,2014.0,Pop,['british singer-songwriter'],british singer-songwriter,Unknown,Unknown
260,Kevin Gates - I Don't Get Tired (#IDGT),Kevin Gates,201706884,36926,2014.0,Hip-Hop/Rap,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",baton rouge rap,pop rap,rap
261,Fifth Harmony - BO$$,Fifth Harmony,201434819,22976,2014.0,Pop,"['girl group', 'pop', 'talent show']",girl group,pop,talent show
262,Dillon Francis - Get Low,Dillon Francis,201138781,31092,2014.0,Electronic/Dance,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",brostep,edm,electro house
263,Three Days Grace - I Am Machine,Three Days Grace,201035731,61869,2014.0,Metal,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",alternative metal,canadian metal,canadian rock
264,Ariel Camacho y Los Plebes Del Rancho - El Karma,Ariel Camacho y Los Plebes Del Rancho,200837558,105738,2014.0,World/Traditional,"['banda', 'corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sierreno']",banda,corrido,corridos tumbados
265,PARTYNEXTDOOR - Belong to the City,PARTYNEXTDOOR,198069452,261142,2014.0,R&B/Soul,"['r&b', 'rap', 'urban contemporary']",r&b,rap,urban contemporary
266,Jessie Ware - Say You Love Me,Jessie Ware,197503538,30142,2014.0,Pop,"['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']",british soul,electropop,neo soul
267,Taylor Swift - Clean,Taylor Swift,197292111,26560,2014.0,Pop,['pop'],pop,Unknown,Unknown
268,Jawad Ahmad - Samjhawan,Jawad Ahmad,196960773,201269,2014.0,Pop,"['classic pakistani pop', 'modern bollywood']",classic pakistani pop,modern bollywood,Unknown
269,Idina Menzel - Baby It's Cold Outside,Idina Menzel,196411504,9560,2014.0,Pop,"['hollywood', 'movie tunes', 'show tunes']",hollywood,movie tunes,show tunes
270,Pitbull - Fun,Pitbull,196066852,26573,2014.0,Pop,"['dance pop', 'miami hip hop', 'pop']",dance pop,miami hip hop,pop
271,Ha*Ash - Ex de Verdad,Ha*Ash,195212955,126273,2014.0,Pop,"['latin arena pop', 'latin pop', 'mexican pop']",latin arena pop,latin pop,mexican pop
272,James Newton Howard - The Hanging Tree,James Newton Howard,194699005,78125,2014.0,Classical/Orchestral,"['orchestral soundtrack', 'soundtrack']",orchestral soundtrack,soundtrack,Unknown
273,PARTYNEXTDOOR - Her Way,PARTYNEXTDOOR,194025174,222955,2014.0,R&B/Soul,"['r&b', 'rap', 'urban contemporary']",r&b,rap,urban contemporary
274,Sigma - Nobody To Love,Sigma,193879523,45406,2014.0,Electronic/Dance,"['dancefloor dnb', 'house', 'pop dance', 'uk dance']",dancefloor dnb,house,pop dance
275,One Direction - Fool's Gold,One Direction,193266616,43143,2014.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
276,Ricky Martin - Adrenalina,Ricky Martin,192177453,36831,2014.0,Pop,"['latin pop', 'mexican pop', 'puerto rican pop']",latin pop,mexican pop,puerto rican pop
277,Eric Church - Talladega,Eric Church,191815137,61205,2014.0,World/Traditional,"['contemporary country', 'country', 'country road']",contemporary country,country,country road
278,Calvin Harris - Pray to God,Calvin Harris,191683430,29962,2014.0,Pop,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",dance pop,edm,electro house
279,Paula Fernandes - Highway Don't Care,Paula Fernandes,191286366,101546,2014.0,World/Traditional,"['sertanejo', 'sertanejo universitario']",sertanejo,sertanejo universitario,Unknown
280,La Adictiva - Disfruté Engañarte,La Adictiva,190915815,205197,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
281,BTS - Danger,BTS,190791603,47392,2014.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
282,Sam Smith - Leave Your Lover,Sam Smith,190759768,28258,2014.0,Pop,"['pop', 'uk pop']",pop,uk pop,Unknown
283,Sam Smith - Not In That Way,Sam Smith,189059928,24954,2014.0,Pop,"['pop', 'uk pop']",pop,uk pop,Unknown
284,One Direction - Where Do Broken Hearts Go,One Direction,187914285,45850,2014.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
285,Nick Mulvey - Fever To The Form,Nick Mulvey,187840573,60232,2014.0,Pop,"['british singer-songwriter', 'cambridgeshire indie', 'indie folk']",british singer-songwriter,cambridgeshire indie,indie folk
286,K CAMP - Comfortable,K CAMP,187635882,30498,2014.0,Hip-Hop/Rap,"['atl hip hop', 'melodic rap', 'southern hip hop', 'trap']",atl hip hop,melodic rap,southern hip hop
287,Bebe Rexha - I'm Gonna Show You Crazy,Bebe Rexha,187597076,25270,2014.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
288,Charli xcx - Break the Rules,Charli xcx,185525770,47397,2014.0,Pop,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",art pop,candy pop,metropopolis
289,Beyoncé - Pretty Hurts,Beyoncé,185241720,37695,2014.0,Pop,"['pop', 'r&b']",pop,r&b,Unknown
290,Blake Shelton - Sangria,Blake Shelton,185104872,48264,2014.0,World/Traditional,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",classic oklahoma country,contemporary country,country
291,Karen Harding - Say Something,Karen Harding,184819291,43770,2014.0,Electronic/Dance,"['house', 'pop dance', 'uk dance']",house,pop dance,uk dance
292,Florida Georgia Line - Anything Goes,Florida Georgia Line,184764208,35257,2014.0,World/Traditional,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",contemporary country,country,country pop
293,Lana Del Rey - Shades Of Cool,Lana Del Rey,183871761,83080,2014.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
